name,category,NORAD ID,Int'l Code,Perigee,Apogee,Inclination,Period,Semi major axis,RCS,Launch date,Source,Launch site
NAVSTAR 43 (USA 132),Global Positioning System (GPS) Constellation,24876,1997-035A,"20,085.5 km","20,292.9 km",55.5 &deg,718.0 minutes,26560 km,2.5179 m,1997,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 44 (USA 135),Global Positioning System (GPS) Constellation,25030,1997-067A,"21,263.5 km","21,370.2 km",55.9 &deg,764.2 minutes,27687 km,2.4068 m,1997,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 46 (USA 145),Global Positioning System (GPS) Constellation,25933,1999-055A,"19,770.9 km","20,608.7 km",52.3 &deg,718.0 minutes,26560 km,3.9811 m,1999,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 47 (USA 150),Global Positioning System (GPS) Constellation,26360,2000-025A,"20,056.3 km","20,321.9 km",53.5 &deg,718.0 minutes,26560 km,2.5179 m,2000,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 48 (USA 151),Global Positioning System (GPS) Operational,26407,2000-040A,"19,694.6 km","20,683.9 km",56.0 &deg,718.0 minutes,26560 km,3.7045 m,2000,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 49 (USA 154),Global Positioning System (GPS) Operational,26605,2000-071A,"19,880.4 km","20,497.7 km",55.0 &deg,718.0 minutes,26560 km,2 m,2000,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 50 (USA 156),Global Positioning System (GPS) Constellation,26690,2001-004A,"21,000.6 km","21,023.0 km",53.4 &deg,751.6 minutes,27382 km,2.5119 m,2001,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 51 (USA 166),Global Positioning System (GPS) Operational,27663,2003-005A,"19,887.9 km","20,492.6 km",56.1 &deg,718.0 minutes,26561 km,7.9432 m,2003,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 52 (USA 168),Global Positioning System (GPS) Operational,27704,2003-010A,"19,526.7 km","20,848.8 km",54.6 &deg,717.9 minutes,26558 km,4.5305 m,2003,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 53 (USA 175),Global Positioning System (GPS) Operational,28129,2003-058A,"19,990.9 km","20,384.3 km",53.3 &deg,717.9 minutes,26558 km,6.3095 m,2003,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 54 (USA 177),Global Positioning System (GPS) Operational,28190,2004-009A,"19,945.3 km","20,433.5 km",56.3 &deg,718.0 minutes,26560 km,6.4243 m,2004,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 55 (USA 178),Global Positioning System (GPS) Operational,28361,2004-023A,"19,822.2 km","20,587.0 km",54.1 &deg,718.6 minutes,26575 km,3.1622 m,2004,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 56 (USA 180),Global Positioning System (GPS) Operational,28474,2004-045A,"19,659.1 km","20,720.1 km",54.9 &deg,718.0 minutes,26560 km,2.3866 m,2004,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 57 (USA 183),Global Positioning System (GPS) Operational,28874,2005-038A,"19,832.6 km","20,546.5 km",56.4 &deg,718.0 minutes,26560 km,3.4122 m,2005,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 58 (USA 190),Global Positioning System (GPS) Operational,29486,2006-042A,"19,936.4 km","20,440.3 km",54.9 &deg,717.9 minutes,26559 km,8.4705 m,2006,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 59 (USA 192),Global Positioning System (GPS) Operational,29601,2006-052A,"19,980.2 km","20,398.9 km",56.1 &deg,718.0 minutes,26560 km,1.9953 m,2006,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 60 (USA 196),Global Positioning System (GPS) Operational,32260,2007-047A,"19,868.7 km","20,510.3 km",53.2 &deg,718.0 minutes,26560 km,6.317 m,2007,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 61 (USA 199),Global Positioning System (GPS) Operational,32384,2007-062A,"20,155.6 km","20,221.2 km",56.5 &deg,717.9 minutes,26559 km,2 m,2007,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 62 (USA 201),Global Positioning System (GPS) Operational,32711,2008-012A,"19,818.7 km","20,559.9 km",54.6 &deg,718.0 minutes,26560 km,3.9811 m,2008,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 63 (USA 203),Global Positioning System (GPS) Constellation,34661,2009-014A,"19,896.5 km","20,482.7 km",55.6 &deg,718.0 minutes,26560 km,1.9953 m,2009,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 64 (USA 206),Global Positioning System (GPS) Operational,35752,2009-043A,"20,037.8 km","20,340.7 km",54.6 &deg,718.0 minutes,26560 km,6.3 m,2009,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 65 (USA 213),Global Positioning System (GPS) Operational,36585,2010-022A,"19,947.0 km","20,429.2 km",55.3 &deg,717.9 minutes,26559 km,6.4686 m,2010,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 66 (USA 232),Global Positioning System (GPS) Operational,37753,2011-036A,"19,931.8 km","20,445.9 km",56.2 &deg,718.0 minutes,26559 km,7.9433 m,2011,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 67 (USA 239),Global Positioning System (GPS) Operational,38833,2012-053A,"19,936.5 km","20,441.9 km",53.7 &deg,718.0 minutes,26560 km,2.5414 m,2012,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 68 (USA 242),Global Positioning System (GPS) Operational,39166,2013-023A,"19,972.8 km","20,405.6 km",56.0 &deg,718.0 minutes,26560 km,0.2666 m,2013,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 203,Geodetic,3129,1968-011A,"1,189.9 km","1,207.4 km",74.1 &deg,109.2 minutes,7569 km,3.3183 m,1968,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 256,Geodetic,3576,1968-106A,"1,177.9 km","1,230.2 km",74.0 &deg,109.4 minutes,7575 km,3.2431 m,1968,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 272,Geodetic,3818,1969-024A,"1,185.0 km","1,214.9 km",74.0 &deg,109.3 minutes,7570 km,2.841 m,1969,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 409,Geodetic,5180,1971-038A,"1,183.7 km","1,217.0 km",74.0 &deg,109.3 minutes,7571 km,3.2253 m,1971,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 312,Geodetic,4254,1969-103A,"1,147.4 km","1,182.1 km",74.0 &deg,108.5 minutes,7535 km,3.057 m,1969,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 457,Geodetic,5614,1971-099A,"1,190.1 km","1,223.9 km",74.0 &deg,109.4 minutes,7577 km,3.3674 m,1971,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 480,Geodetic,5905,1972-019A,"1,179.2 km","1,205.5 km",83.0 &deg,109.1 minutes,7563 km,3.2121 m,1972,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 539,Geodetic,6319,1972-102A,"1,348.7 km","1,385.7 km",74.0 &deg,112.9 minutes,7738 km,2.7132 m,1972,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 585,Geodetic,6825,1973-064A,"1,382.0 km","1,410.8 km",74.0 &deg,113.5 minutes,7767 km,3.5079 m,1973,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 650,Geodetic,7281,1974-028A,"1,374.2 km","1,407.7 km",74.0 &deg,113.4 minutes,7761 km,3.562 m,1974,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
NAVSTAR 69 (USA 248),Global Positioning System (GPS) Constellation,39533,2014-008A,"20,065.5 km","20,312.8 km",53.8 &deg,718.0 minutes,26560 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 70 (USA 251),Global Positioning System (GPS) Constellation,39741,2014-026A,"20,130.9 km","20,244.9 km",56.1 &deg,717.9 minutes,26558 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 72 (USA 258),Global Positioning System (GPS) Constellation,40294,2014-068A,"20,117.1 km","20,259.1 km",55.3 &deg,717.9 minutes,26559 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 71 (USA 256),Global Positioning System (GPS) Constellation,40105,2014-045A,"20,155.3 km","20,224.7 km",54.6 &deg,718.0 minutes,26560 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 74 (USA 262),Global Positioning System (GPS) Constellation,40730,2015-033A,"20,046.4 km","20,332.1 km",55.6 &deg,718.0 minutes,26560 km,Unknown,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 73 (USA 260),Global Positioning System (GPS) Constellation,40534,2015-013A,"20,063.9 km","20,313.6 km",54.3 &deg,718.0 minutes,26559 km,Unknown,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 75 (USA 265),Global Positioning System (GPS) Constellation,41019,2015-062A,"20,037.6 km","20,340.9 km",55.3 &deg,718.0 minutes,26560 km,Unknown,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 76 (USA 266),Global Positioning System (GPS) Constellation,41328,2016-007A,"20,080.6 km","20,298.9 km",54.8 &deg,718.0 minutes,26560 km,Unknown,2016,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 77 (USA 289),Global Positioning System (GPS) Constellation,43873,2018-109A,"20,166.1 km","20,212.9 km",55.0 &deg,718.0 minutes,26560 km,Unknown,2018,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NAVSTAR 78 (USA 293),Global Positioning System (GPS) Constellation,44506,2019-056A,"20,179.7 km","20,212.8 km",55.2 &deg,718.3 minutes,26567 km,Unknown,2019,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 675,Geodetic,7424,1974-069A,"1,371.0 km","1,430.4 km",74.1 &deg,113.6 minutes,7771 km,3.2785 m,1974,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
STARLETTE,Geodetic,7646,1975-010A,812.0 km,"1,113.7 km",49.8 &deg,104.2 minutes,7333 km,0.168 m,1975,France (FR),FRENCH GUIANA (FRGUI)
COSMOS 708,Geodetic,7663,1975-012A,"1,376.3 km","1,416.0 km",69.2 &deg,113.5 minutes,7767 km,3.4838 m,1975,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 770,Geodetic,8325,1975-089A,"1,171.6 km","1,214.2 km",83.0 &deg,109.1 minutes,7563 km,3.0703 m,1975,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
LAGEOS 1,Geodetic,8820,1976-039A,"5,845.8 km","5,954.5 km",109.8 &deg,225.5 minutes,12271 km,0.3981 m,1976,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
COSMOS 842,Geodetic,9025,1976-070A,972.1 km,"1,012.2 km",83.0 &deg,104.8 minutes,7363 km,2.9713 m,1976,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 911,Geodetic,10019,1977-039A,968.9 km,"1,007.0 km",82.9 &deg,104.7 minutes,7358 km,2.8659 m,1977,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 963,Geodetic,10491,1977-109A,"1,190.2 km","1,212.0 km",82.9 &deg,109.3 minutes,7572 km,3.0327 m,1977,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1067,Geodetic,11168,1978-122A,"1,163.2 km","1,219.3 km",83.0 &deg,109.1 minutes,7562 km,3.476 m,1978,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1312,Geodetic,12879,1981-098A,"1,499.2 km","1,508.4 km",82.6 &deg,115.9 minutes,7874 km,10.1378 m,1981,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1410,Geodetic,13589,1982-096A,"1,498.4 km","1,509.5 km",82.6 &deg,115.9 minutes,7874 km,11.571 m,1982,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1510,Geodetic,14521,1983-115A,"1,486.6 km","1,531.1 km",73.6 &deg,116.0 minutes,7879 km,10.4266 m,1983,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1660,Geodetic,15821,1985-047A,"1,489.1 km","1,531.9 km",73.6 &deg,116.1 minutes,7881 km,10.6298 m,1985,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
EGS (AJISAI),Geodetic,16908,1986-061A,"1,485.8 km","1,503.7 km",50.0 &deg,115.7 minutes,7865 km,3.9811 m,1986,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
COSMOS 1732,Geodetic,16593,1986-015A,"1,488.8 km","1,530.3 km",73.6 &deg,116.0 minutes,7880 km,9.6624 m,1986,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1803,Geodetic,17177,1986-094A,"1,504.9 km","1,509.4 km",82.6 &deg,116.0 minutes,7878 km,10.2434 m,1986,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1823,Geodetic,17535,1987-020A,"1,485.6 km","1,530.7 km",73.6 &deg,116.0 minutes,7879 km,13.63 m,1987,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1950,Geodetic,19195,1988-046A,"1,491.7 km","1,528.2 km",73.6 &deg,116.0 minutes,7880 km,11.2272 m,1988,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2037,Geodetic,20196,1989-068A,"1,491.5 km","1,531.0 km",73.6 &deg,116.1 minutes,7882 km,9.7636 m,1989,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2088,Geodetic,20720,1990-066A,"1,490.2 km","1,531.0 km",73.6 &deg,116.1 minutes,7881 km,11.4565 m,1990,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
LAGEOS 2,Geodetic,22195,1992-070B,"5,623.2 km","5,958.5 km",52.6 &deg,222.5 minutes,12161 km,0.3981 m,1992,Italy (IT),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 2226,Geodetic,22282,1992-092A,"1,485.0 km","1,531.8 km",73.6 &deg,116.0 minutes,7879 km,8.9068 m,1992,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
STELLA,Geodetic,22824,1993-061B,803.3 km,812.0 km,99.0 &deg,100.9 minutes,7178 km,0.167 m,1993,France (FR),FRENCH GUIANA (FRGUI)
GEO IK,Geodetic,23411,1994-078A,"1,487.1 km","1,533.4 km",73.6 &deg,116.1 minutes,7881 km,11.135 m,1994,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
WESTPAC,Geodetic,25398,1998-043E,821.3 km,824.5 km,98.7 &deg,101.2 minutes,7193 km,0.165 m,1998,Australia (AUS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SKYMED 2,Geodetic,32376,2007-059A,628.6 km,630.7 km,97.9 &deg,97.2 minutes,7000 km,6.2869 m,2007,Italy (IT),AIR FORCE WESTERN TEST RANGE (AFWTR)
RAPIDEYE 2,Geodetic,33312,2008-040A,576.9 km,595.4 km,97.7 &deg,96.3 minutes,6957 km,0.4189 m,2008,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SKYMED 1,Geodetic,31598,2007-023A,628.7 km,630.7 km,97.9 &deg,97.2 minutes,7000 km,5.7416 m,2007,Italy (IT),AIR FORCE WESTERN TEST RANGE (AFWTR)
RAPIDEYE 5,Geodetic,33313,2008-040B,581.1 km,601.8 km,97.7 &deg,96.4 minutes,6962 km,0.4025 m,2008,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
RAPIDEYE 1,Geodetic,33314,2008-040C,570.7 km,609.5 km,97.7 &deg,96.3 minutes,6961 km,0.395 m,2008,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
RAPIDEYE 3,Geodetic,33315,2008-040D,578.5 km,586.1 km,97.7 &deg,96.2 minutes,6953 km,0.368 m,2008,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
RAPIDEYE 4,Geodetic,33316,2008-040E,582.5 km,593.6 km,97.7 &deg,96.3 minutes,6959 km,0.413 m,2008,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SKYMED 3,Geodetic,33412,2008-054A,628.7 km,630.6 km,97.9 &deg,97.2 minutes,7000 km,3.9789 m,2008,Italy (IT),AIR FORCE WESTERN TEST RANGE (AFWTR)
TANDEM X,Geodetic,36605,2010-030A,514.2 km,516.9 km,97.4 &deg,94.8 minutes,6886 km,2.5155 m,2010,Germany (GER),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
DUBAISAT 1,Geodetic,35682,2009-041B,664.1 km,680.1 km,97.7 &deg,98.0 minutes,7043 km,1.227 m,2009,United Arab Emirates (UAE),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
SKYMED 4,Geodetic,37216,2010-060A,628.5 km,630.8 km,97.9 &deg,97.2 minutes,7000 km,5.7987 m,2010,Italy (IT),AIR FORCE WESTERN TEST RANGE (AFWTR)
SSOT,Geodetic,38011,2011-076E,629.0 km,631.3 km,97.9 &deg,97.2 minutes,7001 km,0.8167 m,2011,Chile (CHLE),FRENCH GUIANA (FRGUI)
ZY 1,Earth resources,38038,2011-079A,776.0 km,786.6 km,98.7 &deg,100.3 minutes,7152 km,4.46 m,2011,People's Republic of China (PRC),"Taiyaun Space Center, China (TSC)"
JASON 3,Space & Earth Science,41240,2016-002A,"1,338.5 km","1,351.2 km",66.0 &deg,112.4 minutes,7715 km,Unknown,2016,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
GALILEO-PFM,Galileo,37846,2011-060A,"23,216.7 km","23,241.6 km",56.6 &deg,844.7 minutes,29600 km,51.3777 m,2011,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO-FM2,Galileo,37847,2011-060B,"23,214.3 km","23,244.0 km",56.6 &deg,844.7 minutes,29600 km,48.7715 m,2011,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO-FM3,Galileo,38857,2012-055A,"23,214.2 km","23,244.5 km",55.0 &deg,844.7 minutes,29600 km,10.3554 m,2012,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO-FM4,Galileo,38858,2012-055B,"23,217.5 km","23,241.2 km",55.0 &deg,844.7 minutes,29600 km,13.2202 m,2012,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 5 (261),Galileo,40128,2014-050A,"16,948.6 km","26,264.6 km",50.6 &deg,776.2 minutes,27977 km,Unknown,2014,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 6 (262),Galileo,40129,2014-050B,"16,953.7 km","26,259.3 km",50.6 &deg,776.2 minutes,27977 km,Unknown,2014,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GSAT0203,Galileo,40544,2015-017A,"23,220.6 km","23,237.9 km",56.4 &deg,844.7 minutes,29600 km,Unknown,2015,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GSAT0204,Galileo,40545,2015-017B,"23,227.9 km","23,230.5 km",56.4 &deg,844.7 minutes,29600 km,Unknown,2015,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 9 (205),Galileo,40889,2015-045A,"23,217.8 km","23,240.5 km",56.2 &deg,844.7 minutes,29600 km,Unknown,2015,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 10 (206),Galileo,40890,2015-045B,"23,223.1 km","23,235.2 km",56.2 &deg,844.7 minutes,29600 km,Unknown,2015,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 12 (269),Galileo,41174,2015-079A,"23,211.5 km","23,247.3 km",55.0 &deg,844.7 minutes,29600 km,Unknown,2015,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 11 (268),Galileo,41175,2015-079B,"23,213.8 km","23,244.9 km",55.0 &deg,844.7 minutes,29600 km,Unknown,2015,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 14 (26B),Galileo,41549,2016-030A,"23,223.1 km","23,235.3 km",56.3 &deg,844.7 minutes,29600 km,Unknown,2016,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 13 (26A),Galileo,41550,2016-030B,"23,225.2 km","23,233.1 km",56.3 &deg,844.7 minutes,29600 km,Unknown,2016,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 15 (267),Galileo,41859,2016-069A,"23,211.6 km","23,247.2 km",54.6 &deg,844.7 minutes,29600 km,Unknown,2016,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 16 (26C),Galileo,41860,2016-069B,"23,215.2 km","23,243.6 km",54.6 &deg,844.7 minutes,29600 km,Unknown,2016,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 17 (26D),Galileo,41861,2016-069C,"23,213.8 km","23,244.9 km",54.6 &deg,844.7 minutes,29600 km,Unknown,2016,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 18 (26E),Galileo,41862,2016-069D,"23,216.0 km","23,242.7 km",54.6 &deg,844.7 minutes,29600 km,Unknown,2016,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 19 (2C5),Galileo,43055,2017-079A,"23,226.8 km","23,231.8 km",56.3 &deg,844.7 minutes,29600 km,Unknown,2017,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 20 (2C6),Galileo,43056,2017-079B,"23,221.5 km","23,237.0 km",56.3 &deg,844.7 minutes,29600 km,Unknown,2017,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 21 (2C7),Galileo,43057,2017-079C,"23,223.0 km","23,235.5 km",56.3 &deg,844.7 minutes,29600 km,Unknown,2017,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 22 (2C8),Galileo,43058,2017-079D,"23,220.0 km","23,238.5 km",56.3 &deg,844.7 minutes,29600 km,Unknown,2017,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 25 (2C1),Galileo,43564,2018-060A,"23,216.7 km","23,241.5 km",56.8 &deg,844.7 minutes,29600 km,Unknown,2018,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 26 (2C2),Galileo,43565,2018-060B,"23,216.9 km","23,241.4 km",56.8 &deg,844.7 minutes,29600 km,Unknown,2018,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 23 (2C9),Galileo,43566,2018-060C,"23,218.1 km","23,240.2 km",56.8 &deg,844.7 minutes,29600 km,Unknown,2018,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
GALILEO 24 (2C0),Galileo,43567,2018-060D,"23,217.6 km","23,240.7 km",56.8 &deg,844.7 minutes,29600 km,Unknown,2018,European Space Agency (ESA),FRENCH GUIANA (FRGUI)
COSMOS 158,Tsiklon,2801,1967-045A,735.4 km,818.4 km,74.0 &deg,100.2 minutes,7147 km,1.9529 m,1967,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
EXACTVIEW-1,Weather,38709,2012-039C,810.5 km,827.4 km,99.1 &deg,101.1 minutes,7189 km,0.6454 m,2012,Canada (CA),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 883,Tsikada,9610,1976-122A,960.3 km,"1,009.5 km",83.0 &deg,104.6 minutes,7355 km,1.9565 m,1976,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 405,Tselina,5117,1971-028A,457.5 km,473.1 km,81.3 &deg,93.8 minutes,6836 km,5.9815 m,1971,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 921,Tselina,10095,1977-055A,571.8 km,626.4 km,75.8 &deg,96.5 minutes,6970 km,2.5859 m,1977,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
STERKH,Search & rescue,35636,2009-039B,920.7 km,951.8 km,83.0 &deg,103.6 minutes,7307 km,0.705 m,2009,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
STERKH 2,Search & rescue,35866,2009-049B,821.0 km,823.9 km,98.4 &deg,101.2 minutes,7193 km,0.7849 m,2009,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
COSMOS 972,Tselina,10539,1977-123A,718.2 km,"1,161.7 km",75.8 &deg,103.7 minutes,7310 km,2.5463 m,1977,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 1300,Tselina,12785,1981-082A,518.3 km,521.7 km,82.5 &deg,94.9 minutes,6890 km,5.912 m,1981,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
ALE-2,Space & Earth Science,44824,2019-084A,400.7 km,421.5 km,97.0 &deg,92.6 minutes,6782 km,Unknown,2019,Japan (JPN),Rocket Lab Launch Complex (RLLC)
COSMOS 2013,Strela,19907,1989-025F,"1,472.3 km","1,486.6 km",74.0 &deg,115.4 minutes,7850 km,0.7071 m,1989,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
